process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name
28.0,96.0,95.0,28.0,28.0,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,490.0,475.0,6144.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,,,2019-10-24,Profane
40.0,76.0,64.5,32.0,27.0,11.0,5.0,4.1,1536.0,1188.0,5.0,152.05,,500.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 64-bit,9.0,9.0,4096.0,4096.0,2013-11-28,Professional Farmer 2014
28.0,176.0,162.5,56.0,52.0,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows Vista 64-bit,Windows 10 64-bit,11.0,11.0,1536.0,1536.0,2019-08-16,Project 5: Sightseer
28.0,40.0,41.5,16.0,16.5,11.2,5.0,4.35,1536.0,1375.0,5.0,88.0,542.5,375.0,4096.0,8192.0,1024.0,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,2048.0,2048.0,2018-04-18,Project AURA
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,11.0,,,2020-10-08,Project Amalthea: Battlegrounds
15.0,172.0,269.0,60.0,96.0,12.05,5.0,4.45,8192.0,1251.0,1.5,256.15,841.5,550.0,8192.0,16384.0,2048.0,8192.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,51200.0,51200.0,2022-01-01,Project Athia
,,,,,9.0,2.5,1.75,128.0,437.5,1.5,10.8,,,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2011-10-17,Project Black Sun
28.0,44.0,45.0,16.0,16.5,11.1,5.0,4.25,1536.0,1375.0,5.0,88.0,,425.0,2048.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 8 64-bit,9.0,11.0,7168.0,7168.0,2015-05-07,Project CARS
15.0,152.0,229.5,48.0,76.0,12.05,5.0,4.5,8192.0,1625.5,5.0,288.15,1499.5,500.0,8192.0,16384.0,8192.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,51200.0,51200.0,2017-09-22,Project CARS 2
9.5,144.0,247.0,64.0,109.5,12.05,5.55,4.55,8192.0,1750.0,6.0,448.0,1717.5,500.0,8192.0,16384.0,2048.0,8192.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,51200.0,51200.0,2020-08-27,Project CARS 3
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,,,2020-05-22,Project Genesis
21.0,76.0,83.0,24.0,26.0,11.55,2.5,2.15,1024.0,1626.0,2.5,96.15,1116.0,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,10.0,10.0,11264.0,11264.0,2016-10-12,Project Genom
34.0,20.0,15.0,,6.0,11.5,5.0,4.300000000000001,1536.0,850.0,4.0,32.800000000000004,,350.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,5120.0,5120.0,2015-01-01,Project HON
21.0,24.0,23.5,8.0,11.5,11.5,5.0,4.25,1024.0,979.0,3.5,31.3,575.0,325.0,2048.0,4096.0,,,Windows 7 32-bit,Windows 10 64-bit,10.0,10.0,,,2020-01-29,Project Hedra
34.0,36.0,34.0,24.0,22.0,11.05,5.0,4.199999999999999,1024.0,1150.0,5.0,107.2,,450.0,2048.0,4096.0,1024.0,,Windows 7 32-bit,Windows 7 64-bit,9.0,9.0,,,2016-09-08,Project Highrise
34.0,36.0,34.0,16.0,15.5,11.05,5.0,4.199999999999999,1536.0,1225.0,5.0,78.4,,425.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,,,2018-10-30,Project Hospital
,,,,,7.0,0.5,1.2999999999999998,48.0,266.0,,2.1,,,,,,,Windows XP 32-bit,Windows XP 32-bit,8.0,9.0,1536.0,1536.0,2003-03-03,Project IGI 2
40.0,56.0,47.5,32.0,27.5,11.0,5.0,4.1,1024.0,1025.5,5.0,131.25,,475.0,4096.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2015-01-01,Project Legion
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-01-22,Project Night
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,3072.0,3072.0,2014-11-05,Project Nimbus
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,8192.0,8192.0,2015-01-01,Project Phoenix
21.0,56.0,69.5,24.0,29.0,12.05,2.5,2.25,2048.0,1701.5,5.0,108.9,1231.5,400.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,6144.0,6144.0,2019-10-11,Project RIP
28.0,88.0,89.5,32.0,34.0,11.6,5.0,4.4,2560.0,1501.5,5.0,176.1,1055.5,450.0,4096.0,8192.0,,,Windows 7 32-bit,Windows 10 64-bit,9.0,11.0,1024.0,1024.0,2020-02-18,Project RTD: Random Tower Defense PvP
,,,,,9.0,2.5,1.75,192.0,337.5,,5.4,,,1024.0,1024.0,,,Windows XP 32-bit,,9.0,9.0,3072.0,3072.0,2001-02-25,Project Runway
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,5120.0,5120.0,2014-10-07,Project Spark
,,,,,9.0,2.5,2.0,256.0,750.0,3.0,48.0,,200.0,,1024.0,,,Windows Vista 32-bit,Windows Vista 32-bit,9.0,9.0,1024.0,1024.0,2015-09-25,Project Tarvotan
34.0,48.0,39.0,24.0,19.0,11.05,5.0,4.15,896.0,1012.5,5.0,79.2,,450.0,2048.0,2048.0,,,Windows XP 32-bit,Windows 7 32-bit,10.0,10.0,,,2014-05-20,Project Temporality
28.0,104.0,94.5,32.0,29.5,11.1,5.0,4.25,2560.0,1376.0,5.0,216.15,516.0,500.0,2048.0,4096.0,,,Windows 7 32-bit,Windows 10 64-bit,8.0,9.0,10240.0,10240.0,2019-12-20,Project Torque 2019
28.0,132.0,141.5,60.0,65.0,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,16384.0,16384.0,2020-12-02,Project Wingman
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2019-04-23,Project Winter
40.0,52.0,37.5,32.0,23.5,11.5,5.0,4.3,1024.0,950.0,5.0,121.6,,475.0,,1024.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,4096.0,4096.0,2020-09-29,Projection: First Light
15.0,108.0,158.0,40.0,62.5,12.05,5.0,4.5,3584.0,1876.0,5.0,208.1,1524.5,450.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,10240.0,2020-01-07,Prop and Seek
15.0,172.0,269.0,60.0,96.0,12.05,5.0,4.45,8192.0,1251.0,1.5,256.15,841.5,550.0,8192.0,16384.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2020-09-25,Propagation VR
,,,,,9.0,3.0,2.0,256.0,700.0,3.0,44.8,,450.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,8192.0,8192.0,2009-06-12,Prototype
40.0,64.0,45.0,32.0,22.5,11.0,5.0,3.65,896.0,950.0,5.0,107.2,,475.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,10240.0,10240.0,2012-07-27,Prototype 2
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-08-08,Psichodelya
27.5,12.0,8.0,8.0,5.0,10.5,4.5,3.5999999999999996,256.0,450.0,3.0,28.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2014-03-26,Psych
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-01-15,Psycho Starship Rampage
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,,30720.0,30720.0,2021-08-25,Psychonauts 2
72.5,28.0,15.0,18.0,9.5,10.05,4.05,2.55,416.0,846.0,3.0,60.5,,425.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,,1024.0,2012-11-09,Puddle
28.0,76.0,80.5,24.0,25.5,11.55,5.0,4.35,2048.0,1563.5,5.0,148.15,516.0,475.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,,,2020-03-13,Pulang: Insanity
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,4096.0,1024.0,6144.0,Windows XP 64-bit,Windows 10 64-bit,11.0,11.0,10240.0,10240.0,2021-06-22,Pulsar: Lost Colony
40.0,24.0,19.0,,6.0,11.0,5.0,4.1,1024.0,1000.0,5.0,64.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,,,2015-01-01,Pulse
27.5,12.0,8.0,8.0,5.0,10.5,4.5,3.5999999999999996,256.0,450.0,3.0,28.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2013-01-23,Pulse Shift
15.0,56.0,74.5,24.0,32.5,12.05,,2.25,4096.0,1751.0,5.0,112.05,1333.5,375.0,4096.0,6144.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2020-10-23,Pumpkin Jack
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,4096.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,12288.0,12288.0,2018-03-13,Pure Farming 2018
34.0,44.0,35.5,24.0,19.5,11.05,5.0,4.15,1024.0,1063.0,5.0,100.05,,425.0,2048.0,3072.0,,,Windows Vista 32-bit,Windows 7 32-bit,10.0,10.0,,,2014-07-29,Pure Pool
28.0,36.0,38.0,16.0,17.0,11.6,5.0,4.35,2048.0,1187.5,5.0,76.0,,425.0,4096.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,11.0,11.0,4096.0,4096.0,2018-02-27,Puyo Puyo Tetris
28.0,40.0,41.5,16.0,16.5,11.15,5.0,4.300000000000001,1536.0,1237.5,5.0,79.2,542.5,375.0,4096.0,8192.0,1024.0,1024.0,Windows 8 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2021-03-23,Puyo Puyo Tetris 2
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2012-06-16,Puzzle Cubicle
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-02-11,Px0915 : Mutation
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,2048.0,4096.0,,,Windows 7 32-bit,Windows 8 64-bit,9.0,9.0,2048.0,2048.0,2015-10-12,Pyramid Raid
28.0,36.0,38.0,16.0,17.0,11.6,5.0,4.35,2048.0,1187.5,5.0,76.0,,425.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2017-07-25,Pyre
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,9216.0,2016-04-20,P·O·L·L·E·N
40.0,8.0,5.5,,2.5,9.5,3.0,2.05,384.0,990.0,3.0,78.7,,175.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2011-12-16,Q.U.B.E.
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,4096.0,2018-03-13,Q.U.B.E. 2
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2012-09-09,QRTH-PHYL
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,2048.0,4096.0,256.0,,Windows Vista 32-bit,Windows 7 32-bit,9.0,9.0,3072.0,3072.0,2014-05-15,Qbeh-1: The Atlas Cube
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1536.0,1536.0,2015-01-01,Quadrant
40.0,56.0,44.5,24.0,19.0,11.0,5.0,3.65,1024.0,1001.0,5.0,128.15,,475.0,3072.0,4096.0,1024.0,,Windows 7 32-bit,Windows 7 64-bit,9.0,11.0,1228.8,1228.8,2016-07-25,Quadrilateral Cowboy
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,56320.0,56320.0,2021-08-19,Quake
28.0,140.0,154.0,60.0,66.5,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,4096.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,,12288.0,12288.0,2017-08-22,Quake Champions
13.0,200.0,420.5,60.0,121.5,12.05,2.5,2.2,9728.0,1125.0,2.0,436.0,1590.5,625.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,,,2048.0,2048.0,2019-06-10,Quake II RTX
28.0,132.0,141.5,60.0,65.0,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,8192.0,16384.0,2048.0,4000.0,Windows 10 64-bit,Windows 10 64-bit,12.0,12.0,56320.0,56320.0,2016-04-06,Quantum Break
72.5,36.0,23.0,16.0,11.0,10.0,4.0,2.6,512.0,864.0,3.0,81.8,,475.0,2048.0,2048.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,10.0,2048.0,2048.0,2012-06-21,Quantum Conundrum
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2020-05-26,Quantum League
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2020-09-10,Quantum Suicide
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-03-01,Quatris Origins
60.0,40.0,25.0,6.0,6.5,10.05,4.05,2.55,512.0,650.0,2.5,28.0,,400.0,1024.0,2048.0,,,Windows 7 32-bit,Windows 10 64-bit,9.0,9.0,,,2020-07-16,Quaver
28.0,64.0,67.5,32.0,34.5,11.65,5.0,4.4,2048.0,1526.5,5.0,142.5,1081.5,175.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,,,7168.0,7168.0,2016-11-21,Quern - Undying Thoughts
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-04-18,QuestRun
28.0,36.0,37.0,16.0,16.5,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,425.0,4096.0,4096.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2021-02-23,Quical
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-01-31,Quoridor 3D
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,2048.0,6144.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,10240.0,10240.0,2021-04-30,R-Type Final 2
60.0,36.0,23.0,16.0,11.0,10.05,4.05,3.3,512.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,4096.0,4096.0,2012-10-04,R.A.W.: Realms of Ancient War
40.0,64.0,45.0,32.0,22.5,11.5,5.0,3.85,1024.0,950.0,5.0,121.6,,475.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,5120.0,5120.0,2013-07-16,R.I.P.D The Game
60.0,16.0,10.0,,4.5,10.5,4.5,2.6500000000000004,512.0,1000.0,4.0,48.0,,375.0,,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2011-11-18,RACE Injection
21.0,192.0,270.0,64.0,87.0,12.0,5.0,4.4,6144.0,1126.5,1.5,240.2,608.0,550.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,6144.0,6144.0,2019-08-20,RAD
28.0,96.0,101.5,32.0,35.0,11.65,5.0,4.4,2560.0,1626.5,5.0,200.1,1089.0,575.0,4096.0,8192.0,512.0,2048.0,Windows 7 64-bit,Windows 10 64-bit,9.0,11.0,10240.0,10240.0,2017-09-26,RAID: World War II
14.0,48.0,62.5,24.0,33.0,12.05,,2.25,1024.0,1751.0,2.5,56.05,1327.5,325.0,6144.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,14336.0,14336.0,2020-11-24,RAM Pressure
28.0,128.0,152.0,64.0,76.0,12.1,5.0,4.5,4096.0,1750.0,5.0,224.0,1190.0,,4096.0,,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,6144.0,,2018-08-15,RAW FOOTAGE
34.0,84.0,74.5,32.0,28.0,11.1,5.0,4.15,2048.0,1125.5,5.0,184.05,462.5,475.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,11.0,8192.0,8192.0,2020-03-17,RBI Baseball 20
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,,1024.0,2019-12-19,RE:OZMA
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1536.0,1536.0,2015-09-16,RED Fuse: Rolling Explosive Device
28.0,112.0,106.5,32.0,30.0,11.55,5.0,4.25,2048.0,1438.5,5.0,184.15,490.0,500.0,2048.0,4096.0,,,Windows 7 32-bit,Windows 7 64-bit,11.0,11.0,3072.0,3072.0,2016-11-16,RENOIR
28.0,36.0,37.0,16.0,16.5,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,10.0,3072.0,3072.0,2020-07-15,REZ PLZ
20.0,4.0,2.5,,1.0,9.55,3.05,2.55,640.0,795.0,3.0,31.9,,150.0,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,6144.0,6144.0,2006-02-21,RF Online
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,3072.0,3072.0,2013-09-09,RIDGE RACER Driftopia
14.0,132.0,212.0,48.0,78.5,12.05,5.5,4.55,8192.0,2001.0,5.0,256.15,1614.0,500.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,8.0,12.0,40960.0,40960.0,2020-10-30,RIO - Raised In Oblivion
28.0,80.0,80.0,32.0,32.0,11.1,5.0,4.2,2048.0,1200.0,5.0,153.6,,500.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,11.0,10240.0,10240.0,2014-10-31,RIP
60.0,32.0,18.5,14.0,9.0,10.05,4.05,2.7,320.0,815.0,3.0,45.75,,425.0,1024.0,2048.0,,,Windows 7 32-bit,Windows 10 64-bit,9.0,9.0,,,2005-06-24,ROBLOX
47.5,48.0,35.5,16.0,12.0,10.05,4.05,3.15,512.0,950.0,4.0,60.8,,475.0,2048.0,2048.0,384.0,512.0,Windows XP 32-bit,Windows 7 32-bit,,,,,2015-05-01,ROCKETSROCKETSROCKETS
60.0,36.0,23.0,16.0,11.0,10.05,4.05,3.3,512.0,1013.0,3.5,64.85,,425.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,10240.0,20480.0,2012-03-09,RODE
28.0,36.0,38.0,16.0,17.0,11.6,5.0,4.35,2048.0,1187.5,5.0,76.0,,425.0,4096.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,10.0,10.0,40960.0,40960.0,2017-05-15,ROKH
21.0,136.0,174.5,48.0,60.5,12.0,5.0,4.45,6144.0,1876.5,5.0,240.2,1278.0,500.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2018-02-15,RPG Merchant
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2020-02-25,RPG NPC Simulator VR
28.0,72.0,69.5,24.0,23.5,11.1,5.0,4.25,1536.0,1275.0,5.0,120.0,,450.0,4096.0,8192.0,1024.0,1024.0,Windows 7 64-bit,Windows 8 64-bit,11.0,11.0,4096.0,4096.0,2015-12-01,RWBY: Grimm Eclipse
28.0,72.0,69.5,24.0,23.5,11.1,5.0,4.25,1536.0,1275.0,5.0,120.0,,450.0,4096.0,8192.0,1024.0,1024.0,Windows 7 64-bit,Windows 8 64-bit,11.0,11.0,4096.0,4096.0,2015-12-01,RWBY: Grimm Eclipse - JNPR
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-05-19,RWR:Z
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2017-03-02,Ra2
28.0,48.0,53.5,16.0,17.5,11.6,5.0,4.4,2048.0,1487.5,5.0,95.2,1117.5,400.0,4096.0,6144.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2019-10-09,Rabbids Coding
14.0,48.0,62.5,24.0,33.0,12.05,,2.25,1024.0,1751.0,2.5,56.05,1327.5,325.0,4096.0,8192.0,2048.0,2048.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,1024.0,1024.0,2019-12-11,Raccoo Venture
72.5,36.0,22.5,20.0,12.5,10.05,4.05,2.6500000000000004,640.0,1036.5,3.0,83.65,,475.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2013-08-19,Race The Sun
72.5,36.0,22.5,20.0,12.5,10.05,4.05,2.6500000000000004,640.0,1036.5,3.0,83.65,,475.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2015-07-27,Race The Sun - Sunrise
27.5,16.0,8.0,8.0,4.0,9.5,3.5,2.05,512.0,550.0,2.5,31.2,,175.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,,,2014-03-07,Race To Mars
28.0,104.0,101.5,32.0,31.5,11.1,5.0,4.3,2560.0,1376.0,5.0,216.15,982.5,500.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,9.0,11.0,30720.0,30720.0,2013-02-12,RaceRoom Racing Experience
72.5,20.0,13.0,16.0,11.0,10.0,4.0,3.1,768.0,764.0,3.0,75.4,,425.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2011-11-01,RaceRoom The Game 2
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,2048.0,6144.0,,,Windows 7 64-bit,,11.0,11.0,5120.0,5120.0,2015-11-01,Racecraft
28.0,104.0,94.5,32.0,29.5,11.1,5.0,4.25,2560.0,1376.0,5.0,216.15,516.0,500.0,4096.0,8192.0,,,Windows Vista 32-bit,Windows 7 64-bit,9.0,,15360.0,15360.0,2013-02-12,Raceroom:Racing Experience
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-12-11,Radial-G: Racing Revolved
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,1024.0,1024.0,2014-07-11,Radiant Defense
15.0,108.0,158.0,40.0,62.5,12.05,5.0,4.5,3584.0,1876.0,5.0,208.1,1524.5,450.0,8192.0,16384.0,2048.0,3072.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,6144.0,6144.0,2018-04-10,Radical Heights
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,5120.0,1876.0,5.0,208.1,1524.5,450.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2019-10-10,Radio Commander
28.0,96.0,93.0,28.0,27.0,11.55,5.0,4.3,2048.0,1438.5,5.0,160.1,516.5,475.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,2048.0,2048.0,2020-04-09,Radio General
