process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name,hard_filter_count,soft_filter_count,norm_texture_rate,norm_pixel_rate,norm_memory_bandwidth_gbs,norm_tmus,norm_rops,norm_memory_speed_mhz,norm_boost_clock_mhz,perf_feature_count,perf_score
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2014-06-13,Spintires,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
28.0,18.0,15.0,,6.5,11.6,5.0,4.300000000000001,1536.0,1187.5,5.0,56.0,390.0,350.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2017-10-31,Spintires: MudRunner,2,4,0.022961203483768806,0.02666666666666667,0.08167770419426049,0.054773082942097026,,0.5757101902528017,0.02857142857142857,6,0.0596524556744807
28.0,18.0,15.0,,6.5,11.6,5.0,4.300000000000001,1536.0,1187.5,5.0,56.0,390.0,350.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2018-10-23,Spintires: MudRunner - American Wilds,2,4,0.022961203483768806,0.02666666666666667,0.08167770419426049,0.054773082942097026,,0.5757101902528017,0.02857142857142857,6,0.0596524556744807
28.0,18.0,15.0,,6.5,11.6,5.0,4.300000000000001,1536.0,1187.5,5.0,56.0,390.0,350.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2018-02-13,Spintires: MudRunner - Old-timers,2,4,0.022961203483768806,0.02666666666666667,0.08167770419426049,0.054773082942097026,,0.5757101902528017,0.02857142857142857,6,0.0596524556744807
28.0,18.0,15.0,,6.5,11.6,5.0,4.300000000000001,1536.0,1187.5,5.0,56.0,390.0,350.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2018-05-29,Spintires: MudRunner - The Ridge,2,4,0.022961203483768806,0.02666666666666667,0.08167770419426049,0.054773082942097026,,0.5757101902528017,0.02857142857142857,6,0.0596524556744807
28.0,18.0,15.0,,6.5,11.6,5.0,4.300000000000001,1536.0,1187.5,5.0,56.0,390.0,350.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2018-02-13,Spintires: MudRunner - The Valley,2,4,0.022961203483768806,0.02666666666666667,0.08167770419426049,0.054773082942097026,,0.5757101902528017,0.02857142857142857,6,0.0596524556744807
28.0,36.0,37.0,16.0,16.5,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2019-10-10,Spirit Hunter: NG,2,5,0.05779889152810768,0.07111111111111111,0.1111111111111111,0.1111111111111111,0.09433962264150944,0.5757101902528017,,6,0.11840726081470157
,,,,,9.0,2.5,1.75,64.0,175.0,1.0,1.4,,,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2012-05-10,Spirit Tales,2,1,,,0.001324503311258278,,,0.04795413083137868,,2,0.007969655266990774
28.0,88.0,89.5,32.0,34.0,11.6,5.0,4.4,2560.0,1501.5,5.0,176.1,1055.5,450.0,8192.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2020-05-07,Spirit of the North,2,5,0.14093428345209819,0.14888888888888888,0.2584253127299485,0.27386541471048514,0.24528301886792453,0.7393797237425072,0.40885714285714286,7,0.27198885759580127
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2011-09-01,Spirited Heart,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-04,Splatter Red Blood Edition,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
,,,,,9.0,2.0,1.75,192.0,235.0,,3.75,,,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,,,2012-06-13,Splice,2,1,,,0.004782928623988227,,,0.07922856398227782,,2,0.01946649856826644
32.5,4.0,2.5,,1.0,9.5,3.5,2.55,256.0,450.0,2.0,14.4,,375.0,2048.0,2560.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,6656.0,6656.0,2010-05-21,Split Second,2,4,0.003167062549485352,0.0022222222222222222,0.020456217807211186,0.010954616588419406,,0.19129528277299973,,5,0.01247137050847165
28.0,72.0,72.5,28.0,28.0,11.55,5.0,4.35,2048.0,1451.0,5.0,161.7,1004.0,475.0,6144.0,12288.0,1024.0,6144.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2019-05-24,Splitgate,2,5,0.11401425178147269,0.12222222222222222,0.23723325974981602,0.2237871674491393,0.20754716981132076,0.7130570758405004,0.37942857142857145,7,0.2366302013628914
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2013-08-31,Spoids,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
34.0,64.0,54.0,32.0,27.0,11.05,5.0,4.15,1536.0,1101.0,5.0,140.95,,500.0,8192.0,8192.0,,,Windows 8 64-bit,Windows 10 64-bit,11.0,11.0,30720.0,15360.0,2020-06-23,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2,5,0.08471892319873317,0.11777777777777777,0.2066961000735835,0.19874804381846636,0.24528301886792453,0.5306228824602555,,6,0.1940239748950253
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-01-31,Spooky Cats,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-10-24,Sproggiwood,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,4096.0,8192.0,2048.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2019-09-03,Spyro Reignited Trilogy,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,104.0,109.5,32.0,33.5,11.55,5.0,4.35,2048.0,1476.0,5.0,188.95,542.5,525.0,8192.0,16384.0,4000.0,6000.0,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,56320.0,56320.0,2015-12-15,Squad,2,5,0.1726049089469517,0.14666666666666667,0.277336276674025,0.323943661971831,0.24528301886792453,0.726088089653375,0.11571428571428571,7,0.24074528308198204
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2005-05-15,Squadra Corse Alfa Romeo,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
28.0,48.0,53.5,16.0,17.5,11.6,5.0,4.4,2048.0,1487.5,5.0,95.2,1117.5,400.0,16384.0,12288.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,102400.0,102400.0,2021-01-01,Squadron 42,2,5,0.08392715756136183,0.07555555555555556,0.1393671817512877,0.1486697965571205,0.09433962264150944,0.7320823560072973,0.4442857142857143,7,0.16957142043943196
40.0,18.0,13.5,,4.5,11.0,5.0,3.7,1024.0,950.0,4.0,46.4,,350.0,4096.0,8192.0,,,Windows XP 32-bit,Windows 7 64-bit,,,4096.0,4096.0,2016-10-14,Stable Orbit,2,4,0.02058590657165479,0.017777777777777778,0.06754966887417219,0.054773082942097026,,0.4519155590304926,,5,0.05719249396777986
60.0,32.0,18.5,14.0,9.0,10.05,4.05,2.7,320.0,815.0,3.0,45.75,,450.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,10.0,1536.0,1536.0,2012-03-06,Stacking,2,5,0.028503562945368172,0.03777777777777778,0.06659308314937454,0.09859154929577464,0.07547169811320754,0.3815480844409695,,6,0.07669898707404235
60.0,32.0,22.5,8.0,8.0,10.05,4.05,2.55,512.0,850.0,3.0,41.6,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,4096.0,4096.0,2015-09-28,Stairs,2,5,0.03483768804433888,0.03333333333333333,0.060485651214128036,0.09859154929577464,0.018867924528301886,0.39979150377899403,,6,0.06114059146179941
13.0,92.0,123.5,32.0,46.0,12.05,5.2,4.55,4096.0,1826.0,5.0,169.64999999999998,1435.5,425.0,16384.0,16384.0,3072.0,4096.0,Windows 8 64-bit,Windows 10 64-bit,11.0,12.0,81920.0,81920.0,2024-01-01,Star Citizen,2,5,0.19477434679334918,0.20222222222222222,0.24893303899926414,0.2863849765258216,0.24528301886792453,0.90852228303362,0.626,7,0.3260480024978066
27.5,4.0,2.5,,1.0,10.05,3.55,2.55,384.0,650.0,2.5,14.4,,325.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2013-02-27,Star Conflict,2,4,0.003167062549485352,0.0022222222222222222,0.020456217807211186,0.010954616588419406,,0.2955433932759969,,5,0.013604969756128531
27.5,4.0,2.5,,1.0,10.05,3.55,2.55,384.0,650.0,2.5,14.4,,325.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2019-07-25,Star Conflict - A Big Step For Mankind,2,4,0.003167062549485352,0.0022222222222222222,0.020456217807211186,0.010954616588419406,,0.2955433932759969,,5,0.013604969756128531
27.5,4.0,2.5,,1.0,10.05,3.55,2.55,384.0,650.0,2.5,14.4,,325.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2019-06-20,Star Conflict - Into The Unknown,2,4,0.003167062549485352,0.0022222222222222222,0.020456217807211186,0.010954616588419406,,0.2955433932759969,,5,0.013604969756128531
27.5,4.0,2.5,,1.0,10.05,3.55,2.55,384.0,650.0,2.5,14.4,,325.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2019-03-28,Star Conflict - Pilgrim,2,4,0.003167062549485352,0.0022222222222222222,0.020456217807211186,0.010954616588419406,,0.2955433932759969,,5,0.013604969756128531
27.5,4.0,2.5,,1.0,10.05,3.55,2.55,384.0,650.0,2.5,14.4,,325.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2019-09-05,Star Conflict - Return from the Stars,2,4,0.003167062549485352,0.0022222222222222222,0.020456217807211186,0.010954616588419406,,0.2955433932759969,,5,0.013604969756128531
34.0,36.0,33.0,24.0,21.5,11.5,5.0,4.199999999999999,1024.0,1150.0,5.0,107.2,,450.0,4096.0,8192.0,2048.0,2048.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,26624.0,26624.0,2018-09-20,Star Control: Origins,2,5,0.05146476642913698,0.09333333333333334,0.1570272259013981,0.1111111111111111,0.16981132075471697,0.5561636695334897,,6,0.14116967489432178
40.0,8.0,5.5,,3.0,11.0,5.0,4.1,768.0,850.0,4.0,20.0,,300.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2013-04-19,Star Drive,2,4,0.00791765637371338,0.011111111111111112,0.02869757174392936,0.023474178403755867,,0.39979150377899403,,5,0.029848647028156768
28.0,96.0,97.0,28.0,29.0,11.55,5.0,4.35,2048.0,1451.0,5.0,161.7,1015.0,475.0,4096.0,8192.0,2048.0,2048.0,Windows 10 64-bit,Windows 10 64-bit,10.0,11.0,1024.0,1024.0,2021-03-16,Star Dynasties,2,5,0.15281076801266824,0.12666666666666668,0.23723325974981602,0.29890453834115804,0.20754716981132076,0.7130570758405004,0.38571428571428573,7,0.2590794887299472
,,,,,9.0,3.0,1.75,128.0,133.0,1.0,1.05,,,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2010-06-13,Star Hammer Tactics,2,1,,,0.0008094186902133923,,,0.026062027625749284,,2,0.004592939392713475
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,384.0,740.0,2.5,33.35,,150.0,4096.0,8192.0,1024.0,,Windows 7 32-bit,Windows 7 64-bit,10.0,11.0,,,2015-12-14,Star Nomad 2,2,4,0.003167062549485352,0.0022222222222222222,0.048344370860927154,0.010954616588419406,,0.3424550430023456,,5,0.016641717964888517
60.0,52.0,34.0,16.0,10.5,10.05,3.55,3.25,512.0,1046.5,3.0,67.0,,450.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,15360.0,15360.0,2017-11-28,Star Ocean 4: The Last Hope Remaster,2,5,0.05304829770387965,0.044444444444444446,0.09786607799852833,0.16118935837245696,0.09433962264150944,0.5022152723481886,,6,0.10990233573387219
52.5,32.0,22.0,16.0,11.0,10.05,4.05,2.7,512.0,850.0,4.0,54.400000000000006,,450.0,1024.0,2048.0,512.0,1024.0,Windows Vista 32-bit,Windows 7 64-bit,,,,,2015-03-27,Star Ruler 2,2,5,0.034045922406967535,0.04666666666666667,0.07932303164091245,0.09859154929577464,0.09433962264150944,0.39979150377899403,,6,0.08813324539450128
60.0,52.0,33.5,22.0,14.0,10.05,4.05,2.6500000000000004,704.0,949.5,4.0,113.55,,500.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,9.0,2048.0,2048.0,2020-06-12,Star Sonata 2,2,5,0.052256532066508314,0.06,0.16637233259749815,0.16118935837245696,0.1509433962264151,0.45165493875423507,,6,0.1337791292120558
80.0,16.0,12.0,16.0,12.0,10.0,4.0,3.1,512.0,828.0,3.0,106.0,,550.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2013-04-26,Star Trek,2,5,0.018210609659540775,0.051111111111111114,0.15526122148638705,0.048513302034428794,0.09433962264150944,0.3883242116236643,,6,0.07972760306728739
,,,,,9.0,3.0,2.0,256.0,600.0,3.0,38.4,,425.0,1024.0,2048.0,,,Windows XP 32-bit,,9.0,9.0,8192.0,8192.0,2010-02-05,Star Trek Online,2,1,,,0.055776306107431936,,,0.2694813656502476,,2,0.12259965391777014
28.0,56.0,53.5,16.0,15.5,11.15,5.0,4.3,1536.0,1425.0,5.0,91.2,,425.0,6144.0,8192.0,2048.0,4096.0,Windows Vista 64-bit,Windows 10 64-bit,11.0,12.0,,,2017-05-30,Star Trek: Bridge Crew,2,5,0.08392715756136183,0.06666666666666667,0.1334805003679176,0.17370892018779344,0.09433962264150944,0.6995048214751107,,6,0.14302852992000886
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-11-24,Star Troll,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,7.0,9.0,,,2001-11-23,Star Wars Galactic Battlegrounds,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
,,,,,7.0,0.5,1.2999999999999998,48.0,266.0,,2.1,,,,,,,Windows 98,,9.0,8.0,3072.0,3072.0,2003-11-07,Star Wars Galaxies,2,1,,,0.00235467255334805,,,0.09538702111024237,,2,0.014986834240556572
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,8192.0,16384.0,1024.0,6144.0,Windows 7 64-bit,Windows 7 64-bit,11.0,,56320.0,56320.0,2023-01-01,Star Wars Jedi: Survivor,2,5,0.04671417260490895,0.06444444444444444,0.1111111111111111,0.09859154929577464,0.09433962264150944,0.5757101902528017,,6,0.11020168366848493
27.5,28.0,14.0,8.0,4.0,10.05,4.1,3.2,128.0,255.0,2.5,8.15,,150.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,2048.0,2048.0,2015-01-01,Star Wars: BattleCry,2,5,0.021377672209026127,0.015555555555555555,0.011258278145695366,0.08607198748043818,0.018867924528301886,0.08965337503257753,,6,0.028581065803815513
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.1,40960.0,40960.0,2015-11-20,Star Wars: Battlefront,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.1,40960.0,40960.0,2016-06-21,Star Wars: Battlefront - Bespin,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.1,40960.0,40960.0,2016-09-20,Star Wars: Battlefront - Death Star,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.1,40960.0,40960.0,2016-03-22,Star Wars: Battlefront - Outer Rim,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.1,40960.0,40960.0,2015-11-20,Star Wars: Battlefront - Rogue One: Scarif,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,3072.0,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,40960.0,40960.0,2017-11-13,Star Wars: Battlefront 2,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,8192.0,16384.0,1024.0,8192.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,56320.0,56320.0,2019-11-15,Star Wars: Jedi - Fallen Order,2,5,0.04671417260490895,0.06444444444444444,0.1111111111111111,0.09859154929577464,0.09433962264150944,0.5757101902528017,,6,0.11020168366848493
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,8192.0,16384.0,1024.0,8192.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,56320.0,56320.0,2022-01-01,Star Wars: Jedi - Fallen Order 2,2,5,0.04671417260490895,0.06444444444444444,0.1111111111111111,0.09859154929577464,0.09433962264150944,0.5757101902528017,,6,0.11020168366848493
52.5,36.0,21.0,14.0,9.5,10.5,4.5,2.6500000000000004,576.0,699.5,3.0,59.150000000000006,,450.0,2048.0,6144.0,256.0,,Windows 7 32-bit,Windows 7 64-bit,9.0,11.0,10240.0,10240.0,2005-02-08,Star Wars: Knights of the Old Republic II: The Sith Lords,2,5,0.03246239113222486,0.04,0.08631346578366447,0.1111111111111111,0.07547169811320754,0.32134480062548865,,6,0.0819103265057959
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2022-01-01,Star Wars: Knights of the Old Republic III,2,5,0.2604908946951702,0.27555555555555555,0.32906548933039,0.3489827856025039,0.32075471698113206,0.9997393797237425,0.6768571428571428,7,0.40506125521759806
,,,,,9.0,1.5,1.75,,200.0,1.0,1.6,,,,,,,Windows 98,Windows 2000,9.0,9.0,2048.0,2048.0,2005-03-04,Star Wars: Republic Commando,1,1,,,0.0016188373804267846,,,0.06098514464425332,,2,0.009936047091316123
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,2048.0,6000.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,40960.0,40960.0,2020-10-02,Star Wars: Squadrons,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
72.5,32.0,19.0,14.0,9.5,10.0,4.0,2.6,448.0,814.0,3.0,72.2,,500.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,25600.0,25600.0,2009-11-03,Star Wars: The Force Unleashed - Ultimate Sith Edition,2,5,0.02929532858273951,0.04,0.1055187637969095,0.09859154929577464,0.07547169811320754,0.38102684388845454,,6,0.08397072592105086
72.5,8.0,4.5,,3.0,10.0,4.0,2.6,256.0,450.0,2.0,14.4,,375.0,2048.0,2048.0,,,Windows XP 32-bit,,9.0,9.0,11264.0,11264.0,2010-10-29,Star Wars: The Force Unleashed II,2,4,0.006334125098970704,0.011111111111111112,0.020456217807211186,0.023474178403755867,,0.19129528277299973,,5,0.023020397876877038
40.0,6.0,2.0,,1.5,10.55,4.5,3.5999999999999996,256.0,200.0,2.5,3.2,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,15360.0,15360.0,2011-12-22,Star Wars: The Old Republic,2,4,0.0023752969121140144,0.0044444444444444444,0.003973509933774834,0.017214397496087636,,0.06098514464425332,,5,0.00848721325898567
40.0,6.0,2.0,,1.5,10.55,4.5,3.5999999999999996,256.0,200.0,2.5,3.2,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2012-12-11,Star Wars: The Old Republic - Ancient Hypergate,2,4,0.0023752969121140144,0.0044444444444444444,0.003973509933774834,0.017214397496087636,,0.06098514464425332,,5,0.00848721325898567
20.0,2.0,1.0,,1.0,9.55,3.0,2.55,320.0,300.0,1.0,4.0,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,15360.0,15360.0,2013-12-03,Star Wars: The Old Republic - Galactic Starfighter,2,4,0.000791765637371338,0.0022222222222222222,0.0051508462104488595,0.004694835680751174,,0.11310919989575188,,5,0.0054510003406148
40.0,6.0,2.0,,1.5,10.55,4.5,3.5999999999999996,256.0,200.0,2.5,3.2,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-04-14,Star Wars: The Old Republic - Rise of the Hutt Cartel,2,4,0.0023752969121140144,0.0044444444444444444,0.003973509933774834,0.017214397496087636,,0.06098514464425332,,5,0.00848721325898567
20.0,2.0,1.0,,1.0,9.55,3.0,2.55,320.0,300.0,1.0,4.0,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,15360.0,15360.0,2014-12-09,Star Wars: The Old Republic - Shadow of Revan,2,4,0.000791765637371338,0.0022222222222222222,0.0051508462104488595,0.004694835680751174,,0.11310919989575188,,5,0.0054510003406148
20.0,2.0,1.0,,1.0,10.05,4.0,2.6,256.0,533.5,2.5,8.55,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,15360.0,15360.0,2015-10-27,Star Wars: The Old Republic: Knights of the Fallen Empire,2,4,0.000791765637371338,0.0022222222222222222,0.011846946284032378,0.004694835680751174,,0.23481886890800105,,5,0.007451930377169102
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2011-04-28,Star-Twine,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
,,,,,9.0,2.5,2.0,256.0,800.0,2.5,38.400000000000006,,175.0,1536.0,2048.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,20480.0,20480.0,2013-03-12,StarCraft II: Heart of the Swarm,2,1,,,0.05577630610743194,,,0.3737294761532447,,2,0.1443788407741715
41.5,24.0,16.0,,5.5,10.6,4.55,3.65,768.0,825.0,3.5,26.4,,350.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,12288.0,12288.0,2015-11-10,StarCraft II: Legacy of the Void,2,4,0.02454473475851148,0.022222222222222223,0.03811626195732156,0.07355242566510173,,0.3867604899661194,,5,0.056804016749097894
72.5,18.0,10.5,12.0,8.5,10.0,4.05,2.7,384.0,450.0,3.0,43.2,,225.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,12288.0,12288.0,2010-07-27,StarCraft II: Wings of Liberty,2,5,0.01583531274742676,0.035555555555555556,0.06284032376747609,0.054773082942097026,0.05660377358490566,0.19129528277299973,,6,0.05251881196904718
65.0,8.0,3.0,8.0,3.0,9.0,3.0,1.75,384.0,445.0,3.0,22.25,,175.0,2048.0,4096.0,256.0,512.0,Windows 7 32-bit,Windows 10 64-bit,9.0,9.0,2867.2,2867.2,2017-08-14,StarCraft Remastered,2,5,0.00395882818685669,0.011111111111111112,0.03200883002207505,0.023474178403755867,0.018867924528301886,0.1886890800104248,,6,0.02213651281586971
